,faceMuscles.frontalis,faceMuscles.currogator,faceMuscles.medFrontalis,faceMuscles.orbOculi,faceMuscles.orbOculi_L,faceMuscles.orbOculi_R,faceMuscles.orbOculi_out,faceMuscles.latFrontalis,faceMuscles.latFrontalis_L,faceMuscles.latFrontalis_R,faceMuscles.LabInf,faceMuscles.zygomatic,faceMuscles.labSup,faceMuscles.labSup_AN,faceMuscles.triangularis,faceMuscles.incisivus,faceMuscles.mentalis,faceMuscles.risoriusPlatysma,faceMuscles.orbOris_loose_lo,faceMuscles.orbOris_loose_hi,faceMuscles.orbOris_tight_lo,faceMuscles.orbOris_tight_hi,faceMuscles.orbOri0s_tight_hi2,faceMuscles.orbOris_tight_lo2,faceMuscles.mouthClose,faceMuscles.orbOculi_lo,faceMuscles.buccinator,faceMuscles.orbOculi_lo_L,faceMuscles.orbOculi_lo_R,faceMuscles.labSup_L,faceMuscles.labSup_R,faceMuscles.zygomatic_L,faceMuscles.zygomatic_R,faceMuscles.risoriusPlatysma_L,faceMuscles.risoriusPlatysma_R,faceMuscles.levAnguliOris,faceMuscles.dilatorNaris,faceMuscles.Zyg_Minor,faceMuscles.mentalis_lowerLip,faceMuscles.triangularis_L,faceMuscles.triangularis_R,faceMuscles.orbOris_up_hi,faceMuscles.jawOpenComp,faceMuscles.blow,jaw.rotateZ,jaw.rotateY,jaw.translateX,blink_ctl.translateY,loBlink_ctl.translateY
3424,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.119,0.000,0.119,0.000,0.115,0.000,0.000
3425,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.241,0.650,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.191,0.000,0.191,0.000,0.186,0.000,0.000
3426,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.366,0.525,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.000,0.235,0.000,0.228,0.000,0.000
3427,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.360,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.132,0.116,0.000,0.000,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180,0.000,0.180,0.000,0.263,0.000,0.000
3428,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.471,0.231,0.000,0.000,0.000,0.000,0.000,0.004,0.066,0.058,0.000,0.000,0.000,0.000,0.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.232,0.000,0.232,0.000,0.270,0.000,0.000
3429,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.586,0.134,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.282,0.000,0.282,0.000,0.274,0.000,0.000
3430,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.552,0.043,0.000,0.000,0.000,0.220,0.000,0.020,0.000,0.000,0.000,0.000,0.035,0.172,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.259,0.000,0.259,0.000,0.252,0.000,0.000
3431,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.474,0.000,0.000,0.000,0.000,0.439,0.000,0.030,0.000,0.000,0.000,0.000,0.071,0.344,0.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,0.000,0.231,0.000,0.225,0.000,0.000
3432,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0.000,0.000,0.305,0.000,0.042,0.000,0.000,0.000,0.000,0.049,0.239,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.245,0.000,0.245,0.000,0.238,0.000,0.000
3433,0.000,0.000,0.000,0.000,0.160,-0.250,0.000,0.000,0.000,0.000,0.554,0.000,0.000,0.000,0.000,0.172,0.000,0.046,0.000,0.000,0.000,0.000,0.028,0.134,0.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.243,0.000,0.000
