,faceMuscles.frontalis,faceMuscles.currogator,faceMuscles.medFrontalis,faceMuscles.orbOculi,faceMuscles.orbOculi_L,faceMuscles.orbOculi_R,faceMuscles.orbOculi_out,faceMuscles.latFrontalis,faceMuscles.latFrontalis_L,faceMuscles.latFrontalis_R,faceMuscles.LabInf,faceMuscles.zygomatic,faceMuscles.labSup,faceMuscles.labSup_AN,faceMuscles.triangularis,faceMuscles.incisivus,faceMuscles.mentalis,faceMuscles.risoriusPlatysma,faceMuscles.orbOris_loose_lo,faceMuscles.orbOris_loose_hi,faceMuscles.orbOris_tight_lo,faceMuscles.orbOris_tight_hi,faceMuscles.orbOri0s_tight_hi2,faceMuscles.orbOris_tight_lo2,faceMuscles.mouthClose,faceMuscles.orbOculi_lo,faceMuscles.buccinator,faceMuscles.orbOculi_lo_L,faceMuscles.orbOculi_lo_R,faceMuscles.labSup_L,faceMuscles.labSup_R,faceMuscles.zygomatic_L,faceMuscles.zygomatic_R,faceMuscles.risoriusPlatysma_L,faceMuscles.risoriusPlatysma_R,faceMuscles.levAnguliOris,faceMuscles.dilatorNaris,faceMuscles.Zyg_Minor,faceMuscles.mentalis_lowerLip,faceMuscles.triangularis_L,faceMuscles.triangularis_R,faceMuscles.orbOris_up_hi,faceMuscles.jawOpenComp,faceMuscles.blow,jaw.rotateZ,jaw.rotateY,jaw.translateX,blink_ctl.translateY,loBlink_ctl.translateY
3264,0.000,0.471,0.000,0.329,0.000,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.464,0.279,0.000,0.000,0.000,0.151,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000
3265,0.000,0.471,0.000,0.329,0.000,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.464,0.279,0.000,0.000,0.000,0.151,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000
3266,0.000,0.471,0.000,0.329,0.000,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.464,0.279,0.000,0.000,0.000,0.151,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000
3267,0.000,0.471,0.000,0.329,0.000,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.464,0.279,0.000,0.000,0.000,0.151,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000
3268,0.000,0.471,0.000,0.329,0.000,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.464,0.279,0.000,0.000,0.000,0.151,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000
3269,0.019,0.471,0.000,0.332,0.000,0.181,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.280,0.000,0.000,0.000,0.151,0.019,0.000,0.000,0.010,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.452,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,0.035,0.074,0.001
3270,0.038,0.471,0.000,0.335,0.000,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.448,0.281,0.000,0.000,0.000,0.151,0.039,0.000,0.000,0.010,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.001,0.074,0.147,0.005
3271,0.056,0.502,0.000,0.340,0.000,0.179,0.000,0.000,0.000,0.000,0.000,0.000,0.440,0.283,0.000,0.000,0.000,0.151,0.060,0.000,0.000,0.010,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.376,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.001,0.115,0.087,0.009
3272,0.073,0.534,0.000,0.350,0.000,0.146,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.284,0.000,0.000,0.000,0.151,0.081,0.000,0.000,0.010,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.337,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.002,0.155,-0.686,0.013
3273,0.092,0.548,0.000,0.363,0.000,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.423,0.284,0.000,0.000,0.000,0.151,0.100,0.000,0.000,0.010,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.302,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.002,0.192,-0.437,0.015
3274,0.109,0.546,0.000,0.372,0.000,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.416,0.283,0.000,0.000,0.000,0.122,0.117,0.000,0.000,0.010,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.002,0.224,-0.007,0.014
3275,0.122,0.540,0.000,0.365,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.410,0.279,0.000,0.000,0.000,0.093,0.130,0.000,0.000,0.010,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.251,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.001,0.249,0.264,0.010
3276,0.129,0.529,0.000,0.337,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.406,0.269,0.000,0.000,0.000,0.081,0.139,0.000,0.000,0.010,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.239,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.265,0.330,0.000
