,faceMuscles.frontalis,faceMuscles.currogator,faceMuscles.medFrontalis,faceMuscles.orbOculi,faceMuscles.orbOculi_L,faceMuscles.orbOculi_R,faceMuscles.orbOculi_out,faceMuscles.latFrontalis,faceMuscles.latFrontalis_L,faceMuscles.latFrontalis_R,faceMuscles.LabInf,faceMuscles.zygomatic,faceMuscles.labSup,faceMuscles.labSup_AN,faceMuscles.triangularis,faceMuscles.incisivus,faceMuscles.mentalis,faceMuscles.risoriusPlatysma,faceMuscles.orbOris_loose_lo,faceMuscles.orbOris_loose_hi,faceMuscles.orbOris_tight_lo,faceMuscles.orbOris_tight_hi,faceMuscles.orbOri0s_tight_hi2,faceMuscles.orbOris_tight_lo2,faceMuscles.mouthClose,faceMuscles.orbOculi_lo,faceMuscles.buccinator,faceMuscles.orbOculi_lo_L,faceMuscles.orbOculi_lo_R,faceMuscles.labSup_L,faceMuscles.labSup_R,faceMuscles.zygomatic_L,faceMuscles.zygomatic_R,faceMuscles.risoriusPlatysma_L,faceMuscles.risoriusPlatysma_R,faceMuscles.levAnguliOris,faceMuscles.dilatorNaris,faceMuscles.Zyg_Minor,faceMuscles.mentalis_lowerLip,faceMuscles.triangularis_L,faceMuscles.triangularis_R,faceMuscles.orbOris_up_hi,faceMuscles.jawOpenComp,faceMuscles.blow,jaw.rotateZ,jaw.rotateY,jaw.translateX,blink_ctl.translateY,loBlink_ctl.translateY
1415,0.423,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.545,0.531,0.000,0.000,0.000,0.000,0.000,0.052,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.000,0.183,0.000,0.178,0.002,0.000
1416,0.423,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.545,0.531,0.000,0.000,0.000,0.000,0.000,0.052,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.000,0.183,0.000,0.178,0.002,0.000
1417,0.423,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.545,0.531,0.000,0.000,0.000,0.000,0.000,0.052,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.000,0.183,0.000,0.178,0.002,0.000
1418,0.423,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.545,0.531,0.000,0.000,0.000,0.000,0.000,0.052,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.000,0.183,0.000,0.178,0.002,0.000
1419,0.420,0.158,0.002,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.466,0.475,0.000,0.000,0.000,0.118,0.000,0.030,0.142,0.232,0.000,0.000,0.000,0.000,0.000,0.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.000,0.147,0.000,0.162,-0.001,0.000
1420,0.414,0.158,0.007,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.304,0.393,0.000,0.000,0.000,0.254,0.000,0.011,0.333,0.484,0.000,0.000,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.165,0.000,0.165,0.000,0.205,-0.028,0.000
1421,0.405,0.301,0.013,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.106,0.346,0.000,0.000,0.000,0.304,0.000,0.002,0.419,0.572,0.000,0.000,0.000,0.000,0.000,0.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.174,0.000,0.174,0.000,0.225,-0.066,0.000
1422,0.398,0.371,0.020,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.018,0.349,0.000,0.000,0.000,0.324,0.000,0.011,0.452,0.590,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.239,0.000,0.239,0.000,0.289,-0.100,0.000
1423,0.390,0.300,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.051,0.390,0.000,0.000,0.000,0.261,0.000,0.031,0.364,0.461,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.000,0.350,0.000,0.378,-0.114,0.000
1424,0.382,0.204,0.044,0.000,0.000,0.000,0.000,0.000,0.013,0.035,0.075,0.451,0.000,0.000,0.000,0.118,0.000,0.046,0.200,0.194,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.416,0.000,0.416,0.000,0.417,0.002,0.000
1425,0.400,0.107,0.055,0.000,0.000,0.000,0.000,0.000,0.042,0.061,0.080,0.491,0.000,0.000,0.000,0.027,0.000,0.048,0.103,0.026,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.426,0.000,0.426,0.000,0.414,0.017,0.000
1426,0.421,0.031,0.066,0.000,0.000,0.000,0.000,0.000,0.066,0.092,0.075,0.497,0.000,0.000,0.000,0.015,0.000,0.046,0.090,0.015,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.413,0.000,0.413,0.000,0.401,0.015,0.000
1427,0.438,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.081,0.109,0.070,0.498,0.000,0.000,0.000,0.007,0.000,0.043,0.078,0.007,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.391,0.000,0.391,0.000,0.381,0.005,0.000
1428,0.447,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.089,0.103,0.093,0.486,0.000,0.000,0.000,0.002,0.000,0.034,0.076,0.016,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.347,0.000,0.348,-0.012,0.000
1429,0.453,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.092,0.087,0.138,0.461,0.000,0.000,0.000,0.001,0.000,0.019,0.078,0.040,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.272,0.000,0.272,0.000,0.295,-0.038,0.000
1430,0.456,0.000,0.095,0.000,0.000,0.000,0.000,0.000,0.093,0.061,0.159,0.438,0.000,0.000,0.000,0.000,0.000,0.008,0.074,0.053,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.209,0.000,0.209,0.000,0.243,-0.130,0.000
1431,0.457,0.022,0.095,0.000,0.000,0.000,0.000,0.000,0.091,0.032,0.397,0.420,0.000,0.000,0.000,0.000,0.000,0.012,0.061,0.048,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.229,0.000,0.229,0.000,0.258,-0.219,0.000
1432,0.453,0.069,0.090,0.000,0.000,0.000,0.000,0.000,0.086,0.009,0.696,0.398,0.000,0.000,0.000,0.000,0.000,0.060,0.042,0.034,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.269,0.000,0.269,0.000,0.288,-0.209,0.000
1433,0.437,0.117,0.070,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.774,0.376,0.000,0.000,0.000,0.000,0.000,0.110,0.022,0.019,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.262,0.000,0.262,0.000,0.269,-0.171,0.000
1434,0.404,0.140,0.039,0.026,0.000,0.000,0.000,0.000,0.034,0.000,0.739,0.357,0.000,0.000,0.000,0.000,0.000,0.111,0.006,0.006,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.000,0.235,0.000,0.233,-0.166,0.000
